-0.05395, -0.05584
-0.05395, -0.05395
-0.05288, -9.31192
-0.05383, -0.05395
 0.00000,  1.09714
 0.27122,  0.24807
-0.00000, -0.00000
-0.00000, -0.00000
 0.00000,  0.00000
 0.00000,  0.04829
 0.01136, -0.03413
-0.05391, -0.03310
 0.01264,  0.04886
 0.00000,  0.00000
-0.00000, -0.00000
-0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000, -0.00000
-0.00000,  0.00000
 0.00119, -0.01948
-0.02548, -0.01229
 0.01015,  0.02495
 0.02096, -0.17976
-0.22416, -0.09976
 0.09976,  0.22416
 0.17976,  0.00000
 0.00308, -0.00058
-0.00381, -0.00417
-0.00139,  0.00244
 0.00443, -0.00000
-0.00000,  0.00000
 0.00000,  0.00000
-0.00000,  0.00000
 0.18373,  6.09287
 7.41395,  3.15218
-3.48325, -7.49572
-5.86376, -0.00123
-0.00079,  0.00024
 0.00109,  0.00112
 0.00030, -0.00074
 0.58065,  0.43961
-0.03246, -0.48009
-0.56620, -0.22595
 0.28444, -0.08656
-0.01679,  0.06562
 0.09862,  0.05735
-0.02710, -0.09115
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.05395,  0.05395
 0.05395,  0.05395
 0.05395,  9.31192
 0.05395,  0.05395
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00207
 0.00004,  0.00055
 0.00141,  0.00088
 0.00055,  0.00034
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00005,  0.00000
 0.00001,  0.00004
 0.00002,  0.00001
 0.00001,  0.00718
 0.00447,  0.00279
 0.00174,  0.00108
 0.00068,  0.00042
 0.00013,  0.00000
 0.00003,  0.00009
 0.00006,  0.00004
 0.00002,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
 0.00000,  0.00000
